Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk10.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk11.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk12.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk1.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk2.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk3.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk4.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk5.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk6.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk7.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk8.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk9.raw.dia
Q9CR00	Q9CR00;A0A0G2JGN6;Q3THC1;Q3ULI3;Q9CZZ4	PSMD9_MOUSE	Psmd9	26S proteasome non-ATPase regulatory subunit 9	575.517	709.121		1855.99	1464.98	1331.47	443.936				574.538	677.825
Q9CR16	Q9CR16;Q3UB60	PPID_MOUSE	Ppid	Peptidyl-prolyl cis-trans isomerase D	1355.18	1494.7	1732.55	1041.93	1227.56	701.423	1027.38	1052.47	922.933	936.77	1302.59	1173.8
Q9CR26	Q9CR26;F6W5Q8;Q3V4B3	VTA1_MOUSE	Vta1	Vacuolar protein sorting-associated protein VTA1 homolog	2310.85		4428.08	2989.51	4430.65	5064.95	4146.42	4595.94	4977.35	3872.5	4160.93	4184.16
Q9CR41	Q9CR41;A0A8Q0PQH5;A0A8J2MIP8;A0A8J2MRF4	HYPK_MOUSE	Hypk	Huntingtin-interacting protein K	1999.29	1400.25		724.799	1644.38	898.804	1087.86		923.651	1259.55	1009.92	1986.25
Q9CR57	Q9CR57;Q569Z0;Q9CWK0;A0A1L1SUF6	RL14_MOUSE	Rpl14	Large ribosomal subunit protein eL14				774.789	246.514	444.962	234.597	551.37		239.514	342.289	
Q9CR62	Q9CR62;Q5SX46;Q5SX48;Q5SX53;Q9CTC7	M2OM_MOUSE	Slc25a11	Mitochondrial 2-oxoglutarate/malate carrier protein	1236.41			1913.07	2479.88	2177.47	1494.13	1089.62	1855.5	1776.11	1456.06	1601.39
Q9CR63	Q9CR63;E9PVN6;Q497I8;E9Q3U7;E9Q5H8;G3UWC6;Q3UFD0;Q6Y642	COX16_MOUSE	Cox16	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	2583.59	3723.05	32138.4	679.101	4496.57	1249.62	1209.61	2089.32	7724.17	879.118	2041.3	1289.69
Q9CR64	Q9CR64;E0CY07	KISHA_MOUSE	Tmem167a	Protein kish-A			1001.46	586.102	460.033	733.068	619.795	563.271	473.232	427.866	370.332	
Q9CR67	Q9CR67;A0A0R4J1Z3;Q9CWD1;Q9CZM3	TMM33_MOUSE	Tmem33	Transmembrane protein 33				475.197	352.046	993.517	992.112			471.755		259.061
Q9CR68	Q9CR68	UCRI_MOUSE	Uqcrfs1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	2895.99	2521.58	8888.25	8013.43	8048.39	6312.26	4966.76	4617.71	4501.67	3745.23	4005.8	2876.85
Q9CR95	Q9CR95;Q0VB06;Q571F3	NECP1_MOUSE	Necap1	Adaptin ear-binding coat-associated protein 1	2274.44	772.027	1948.88	3249.11	3810.51	3048.88	2074.34	1594.23	1503.32	2040.62	997.081	1945.83
Q9CR98	Q9CR98;A0A0N4SWI4	F136A_MOUSE	Fam136a	Protein FAM136A	868.712	1273.41		840.031	760.448	748.722	1018.3	1156.6	1087.98	807.892	1103.3	1106.11
Q9CRA5	Q9CRA5;Q05BZ0	GOLP3_MOUSE	Golph3	Golgi phosphoprotein 3				119.318		116.099	133.24					
Q9CRB9	Q9CRB9;D3Z0L4;F6QFL0;Q91VG6;Q9D9P1	MIC19_MOUSE	Chchd3	MICOS complex subunit Mic19	935.749			1364.78	2208.1	1711.45	1665.52	233.359	1635.34	1800.62	1029.27	844.633
Q9CRC6	Q9CRC6	BORC7_MOUSE	Borcs7	BLOC-1-related complex subunit 7	472.417	352.037		358.576	480.33	583.045	617.678			517.298	671.506	285.392
Q9CRD2	Q9CRD2;Q6A0D1	EMC2_MOUSE	Emc2	ER membrane protein complex subunit 2	175.039		476.642	484.177	391.797	676.952	586.477	851.982	131.736	643.689	290.584	334.131
Q9CS84	E9PUN2;E9Q7X7;P0DI97;Q9CS84;E0CY11;A0A0H2UH29;A0A494B8Y4;B2RX09;E9PUM9;E9Q5N7;Q3UGZ9;Q6ZQ25	NRX1A_MOUSE	Nrxn1	Neurexin-1	4821.21	3676.42	3372.62	1946.11	2227.59	2651.42	2626.37	3856.89	3419.67	3143.59	4510.05	5336.62
Q9CT10	Q9CT10;A0A3B2WCL5	RANB3_MOUSE	Ranbp3	Ran-binding protein 3	303.354			511.522	485.345	569.723	506.48	275.374	763.531	576.803	1084.34	318.787
Q9CU62	Q9CU62;A0JLM6	SMC1A_MOUSE	Smc1a	Structural maintenance of chromosomes protein 1A				487.105			872.507	960.533	575.578	643.395		
Q9CVB6	Q9CVB6;D3YXG6;Q3UA52;Q4FZG5	ARPC2_MOUSE	Arpc2	Actin-related protein 2/3 complex subunit 2	2050.35	1968.85	3897.92	2342.94	1496.93	2003.85	1401.12	1756.85	1721.04	2648.64	1691.97	3712.6
Q9CWF2	Q9CWF2;B2RSN3	TBB2B_MOUSE	Tubb2b	Tubulin beta-2B chain	5593.02	3341.94	9001.1	10373	12121.2	8820.46	10841.2	4365.21	6541.34	8116.67	5392.03	6023.49
Q9CWJ9	Q9CWJ9	PUR9_MOUSE	Atic	Bifunctional purine biosynthesis protein ATIC	994.259	978.16		830.965	1245.45	1093.94	868.716			1078.84	856.293	1022.83
Q9CWK8	Q9CWK8;Q91VZ1	SNX2_MOUSE	Snx2	Sorting nexin-2	1293.64	429.238	1700.6	1941.74	1599.39	1107.33	2188.26	642.713	771.537	1799.85	1158.94	929.342
Q9CWM4	Q9CWM4;Q8CEH4;Q8R3R9;Q9CQF7	PFD1_MOUSE	Pfdn1	Prefoldin subunit 1		1347.83		669.942	1208.82	819.11	1038.5	680.634	812.162	583.223	825.894	592.545
Q9CWS0	Q9CWS0;D3YU15;Q3UF01	DDAH1_MOUSE	Ddah1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	2954.75	2071.38	4548.09	2695.89	4095.87	2787.79	2830.32	2173.66	3776.67	2285.2	2968.6	1613.43
Q9CWZ3	Q9CWZ3;A0A0N4SUH6;A0A0G2JEA9;A0A0G2JFX7	RBM8A_MOUSE	Rbm8a	RNA-binding protein 8A	912.029	632.083		352.242		532.225	396.065		1421.59			970.835
Q9CWZ7	Q9CWZ7;A0A494BA20;A0A494BAE3;D3Z4B2;Q8C1T5	SNAG_MOUSE	Napg	Gamma-soluble NSF attachment protein	872.531	2384.62	3859.24	1785.26	1988.07	1817.74	1441.39	1396.67	1778.8	1250.97	1323.92	1400.56
Q9CX56	Q9CX56;Q3TG45;Q3TVY0;Q3TW90;Q3U617;Q8BKP5;Q99JB5;Q9CPS5	PSMD8_MOUSE	Psmd8	26S proteasome non-ATPase regulatory subunit 8	1039.01		2128.05	1739.52	1470.83	1596.31	1645.55	1996.89	1534.47	2041.77	1913.12	1417.35
Q9CX86	Q9CX86	ROA0_MOUSE	Hnrnpa0	Heterogeneous nuclear ribonucleoprotein A0	2750.16	1018.06		292.139	562.232	792.314	1244.67	1615.78	1649.85	422.555	904.232	908.204
Q9CXI5	Q9CXI5;A8C1V1;Q80ZP8	MANF_MOUSE	Manf	Mesencephalic astrocyte-derived neurotrophic factor	748.219	1150.68		192.27			223.377		208.301			140.029
Q9CXP8	Q9CXP8	GBG10_MOUSE	Gng10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10				1463.11	1902.94	2229.14	2358.84		974.346	1436.36	1051.38	1894.84
Q9CXW3	Q9CXW3;A0A0A6YY29	CYBP_MOUSE	Cacybp	Calcyclin-binding protein	1151.34	1337.47	1425.54	1058.76	1493.36	1460.41	1049.59	1424.84	1782.11	1372.99	1226.47	1559.67
Q9CXW4	Q9CXW4;Q8VC94	RL11_MOUSE	Rpl11	Large ribosomal subunit protein uL5	2058.02	1471.61	3325.68	4903.03	2801.31	2464.42	1886.66	2968.35	2219.47	2147.28	1411.51	2377.34
Q9CXY6	Q9CXY6;Q3UXI9	ILF2_MOUSE	Ilf2	Interleukin enhancer-binding factor 2	2050.81	860.392		336.5	174.976	440.295	388.885	879.298	1150.99	173.119	994.086	945.717
Q9CXZ1	Q9CXZ1;E9QPX3;Q923F9	NDUS4_MOUSE	Ndufs4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial				1932.5	1423.35	586.643	464.566	320.376				
Q9CY06	Q9CY06	Q9CY06_MOUSE		Globin family profile domain-containing protein				715.312		419.851	789.2			749.196		
Q9CY50	Q9CY50;A0A286YCG8;A0A286YCT4;A0A286YDB7;Q3TV94;Q52PE3	SSRA_MOUSE	Ssr1	Translocon-associated protein subunit alpha				449.617	440.04	378.551	547.365		2468.93	574.929	169.982	
Q9CY58	Q9CY58;Q3UEI6;Q3UJK2;Q3V274;A0A0N4SUN8;A0A0N4SUQ1;A0A0N4SV32;A0A0N4SWH2;Q3UMP4	SERB1_MOUSE	Serbp1	SERPINE1 mRNA-binding protein 1	3465.66	3139.87	3070.21	2339.5	2086.84	2908.73	4406.35	3915.23	5131.42	2422.67	3208.65	3810.76
Q9CY64	Q9CY64;A2ASB1;A2ASB7;A2ASB8;Q3TS98	BIEA_MOUSE	Blvra	Biliverdin reductase A	1613.59			748.037	866.949	614.634	1309.02	722.642	880.873	1081.81	649.328	397.883
Q9CY66	Q9CY66;D3YZ09;F6SL78;Q3TKG5	GAR1_MOUSE	Gar1	H/ACA ribonucleoprotein complex subunit 1	477.161			193.132				426.449	459.139			159.28
Q9CYG7	Q9CYG7	TOM34_MOUSE	Tomm34	Mitochondrial import receptor subunit TOM34	520.28	788.923		753.084	666.209	1122.04	778.791	3280.08	1233.24	1045.45	728.931	1482.67
Q9CYH2	Q9CYH2;D3YYG8;D3Z252;D3Z398;Q3U125	PXL2A_MOUSE	Prxl2a	Peroxiredoxin-like 2A				533.94	398.889	497.936				156.094		
Q9CYL5	Q9CYL5;B1AWD6	GAPR1_MOUSE	Glipr2	Golgi-associated plant pathogenesis-related protein 1				249.495	79.3401	203.803				140.74		
Q9CYN2	Q9CYN2;A0A140LHG8;A0A140LHR3;A0A140LJ01;A0A140LJG6	SPCS2_MOUSE	Spcs2	Signal peptidase complex subunit 2				737.306								
Q9CYR6	Q9CYR6;Q3TFH8;Q8BME1;Q8BWW3;Q8BZ65;Q3U5N1	AGM1_MOUSE	Pgm3	Phosphoacetylglucosamine mutase	1031.14	597.561		815.694	1354.35		1736.39	1297.91	958.221	2139.95	1178.21	1262.77
Q9CYT6	Q9CYT6;D3YTR7;Q8BKZ3;A0A286YCS6	CAP2_MOUSE	Cap2	Adenylyl cyclase-associated protein 2	2903.66	3638.6	3016.44	3449.02	3015.93	3292.11	3038.08	2812.39	3172.38	3371.4	3913.08	4302.95
Q9CYZ2	Q9CYZ2;A2AUD5;Q3TAI4;Q9CZ22;V9GWU5	TPD54_MOUSE	Tpd52l2	Tumor protein D54				485.986	1071.62	93.8611		251.989	797.466	469.003		
Q9CZ04	Q9CZ04;D3Z440;D3YVI6;D3Z0S0	CSN7A_MOUSE	Cops7a	COP9 signalosome complex subunit 7a	690.918	888.933		716.032	882.88	772.259	1315.75	821.777	933.749	769.726	542.421	855.724
Q9CZ13	Q9CZ13;A0A0A6YWX6;Q3THM1;Q3TIC8;Q8VEJ2	QCR1_MOUSE	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial	1576.29	1722.77	3072.77	5439.54	4521.98	3759.78	4312.31	2883.01	2785.57	4454.07	3279.37	2258.78
Q9CZ30	Q9CZ30;Q3TJF2;Q3TW21;B1AYJ9	OLA1_MOUSE	Ola1	Obg-like ATPase 1	9779.63	9681.11	5710.69	4500.56	4656.85	5321.15	5807.05	5617.74	8738.68	5905.17	6827.17	7371.87
Q9CZ44	Q9CZ44;A2AT02;Q3KQQ1;Q3UVN5	NSF1C_MOUSE	Nsfl1c	NSFL1 cofactor p47	2934.89	1533.72	3434.85	3122	3429.93	2635.32	3109.92	2264.01	3018.42	3238.2	3571.32	3006.38
Q9CZC8	Q9CZC8	SCRN1_MOUSE	Scrn1	Secernin-1	2257.8	1276.51	1725.93	2154.45	2149.17	3182.3	2822.48	1784.99	2704.64	3530.93	4407.36	3310.7
Q9CZD3	Q9CZD3	GARS_MOUSE	Gars1	Glycine--tRNA ligase	1250.84	1328.13		909.004	725.781	793.097	738.584	704.038	1574.93	1467.53	1387.97	1130.15
Q9CZM2	Q9CZM2;B8JKK2;Q3U7D2;Q5M8Q0	RL15_MOUSE	Rpl15	Large ribosomal subunit protein eL15	5658.39	4166.49	7630.85	8984.47	7582.42	5640.26	13706.4	9620.59	6231.17	12347.4	7507.85	10984.2
Q9CZN7	Q9CZN7	GLYM_MOUSE	Shmt2	Serine hydroxymethyltransferase, mitochondrial	470.606	604.356		468.855		594.169	1408.49		725.137			628.098
Q9CZR8	A0A1S6GWJ9;Q3TA37;Q9CZR8;Q80UT3;Q8K239	EFTS_MOUSE	Tsfm	Elongation factor Ts, mitochondrial	276.977			623.002			558.233					
Q9CZT8	P62823;Q9CZT8;A0A286YDR2;A2A7Z6;Q0PD62;Q3TU26;Q542T7;Q920F0;Q9CXS2	RAB3B_MOUSE	Rab3b	Ras-related protein Rab-3B	3371.87	1449.64	4852.18	7120.1	4749.35	9856.42	7230.99		4844.11	5759.32	4350.3	4496.37
Q9CZU6	Q9CZU6	CISY_MOUSE	Cs	Citrate synthase, mitochondrial				1284.82	1546.09	850.299						1484.17
Q9CZW5	Q9CZW5;Q80TT4;Q3TSX8	TOM70_MOUSE	Tomm70	Mitochondrial import receptor subunit TOM70	5077.23	5368.86	2479.9	2069.08	2454.71	2709.02	2231.52	2802.68	3486.61	2630.78	2561.49	3420.94
Q9CZX0	Q9CZX0	ELP3_MOUSE	Elp3	Elongator complex protein 3				382.833	256.704	418.883	129.601	305.795		356.595	297.172	378.666
Q9CZX8	Q9CZX8;D3Z722;D3YUG3;D3YUT3;D3Z5R8;Q5M9P3;S4R223	RS19_MOUSE	Rps19	Small ribosomal subunit protein eS19	9954.04	7145.94	5796.27	19204.7	8555.94	7265.93	6816.39	13697.2	11667.1	8479.8	2125.67	8355.64
Q9CZY3	Q9CZY3;Q9D2M8;B7ZBY7;E9PY39;Q4VBX4;A6X925;B2KF55;B7ZBY6;Q569Y6	UB2V1_MOUSE	Ube2v1	Ubiquitin-conjugating enzyme E2 variant 1	1832.12	870.208		2461.35	2225.7	2379.94	1655.86	2937.1	1505.82	2045.43	2245.81	2192.19
Q9D023	Q9D023	MPC2_MOUSE	Mpc2	Mitochondrial pyruvate carrier 2				275.095	420.899	159.426	328.344			100.866		
Q9D024	Q9D024;Q0VBU4;B1AR93;F7C265	CCD47_MOUSE	Ccdc47	PAT complex subunit CCDC47				481.187	525.511	237.7		1043.47		622.146		
Q9D051	Q9D051	ODPB_MOUSE	Pdhb	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	811.305	825.855	1104.98	3701.61	3468.09	3293.05	3141.03	1827.4	1834.48	2530.17	1059.7	1834.51
Q9D061	Q9D061;Q14BV7	ACBD6_MOUSE	Acbd6	Acyl-CoA-binding domain-containing protein 6	369.824			447.216	489.162	337.718						490.232
Q9D0B6	Q9D0B6	PBDC1_MOUSE	Pbdc1	Protein PBDC1	1306.84	722.784		622.87	708.779	328.262	953.715	762.532	1150.89	2445.16	2120.07	1686.76
Q9D0E1	Q9D0E1;Q3THB3;A0A1S6GWJ8;B8JK32;B8JK33;Q3TL61;Q3TQ66;Q3TW40;Q570Z0	HNRPM_MOUSE	Hnrnpm	Heterogeneous nuclear ribonucleoprotein M	8684.22	1523.16	3490.53	3059.68	2936.91	3591.98	4678.08	7329.07	5709.39	3016.77	4349.63	3721.79
Q9D0E3	Q9D0E3;A6H624	LYSM1_MOUSE	Lysmd1	LysM and putative peptidoglycan-binding domain-containing protein 1	659.679	291.907	506.805	808.349	1036.51	1116.12	1309.95	725.872	426.43	943.07	800.881	609.642
Q9D0F3	Q9D0F3;Q3U944	LMAN1_MOUSE	Lman1	Protein ERGIC-53	864.514			971.717	874.967	557.161	792.055	1235.01	894.748	1028.08	374.692	395.664
Q9D0F9	Q9D0F9;Q3U6X6;Q5RJV4;Q66JR7;Q7TNU0;A2CEK3;Q99JW6	PGM1_MOUSE	Pgm1	Phosphoglucomutase-1	664.34			638.293	1024.69	601.66	537.771	582.545		878.557	1597.07	753.293
Q9D0I9	Q9D0I9;Q3TVC5	SYRC_MOUSE	Rars1	Arginine--tRNA ligase, cytoplasmic	1193.4	2067.67		517.635	870.933	713.784	406.251	1541.47	1578.16	713.073	1169.68	1440.49
Q9D0J8	Q9D0J8;Q66JR8;A0AA74KUT7	PTMS_MOUSE	Ptms	Parathymosin	6222.9	2486.1	3145.13	3898.49	3062.48	4094.57	6821.82	1734.48	5903.63	7491.45	15430.2	2240.44
Q9D0K2	Q9D0K2;Q3U9P7;Q3UJQ9;Q3UK61	SCOT1_MOUSE	Oxct1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	468.415			762.516	930.121	357.934	461.409		667.141	467.634	908.172	776.48
Q9D0L7	Q9D0L7;D3Z5T2	ARM10_MOUSE	Armc10	Armadillo repeat-containing protein 10				304.065		310.228	695.599		394.93	555.137		
Q9D0L8	Q9D0L8	MCES_MOUSE	Rnmt	mRNA cap guanine-N7 methyltransferase	577.974		2593.36	460.266	308.553	308.598		739.269	1539.38	593.626		499.974
Q9D0M3	Q9D0M3;A0A2R8VHK1	CY1_MOUSE	Cyc1	Cytochrome c1, heme protein, mitochondrial	440.051			4153.5	4019.62	3077.64	1931.71	926.758	1166.08	823.983	1238.91	
Q9D0R2	Q9D0R2;Q3U630	SYTC_MOUSE	Tars1	Threonine--tRNA ligase 1, cytoplasmic	2938.15	3747.53	2014.83	1736.29	1365.33	1537.73	1645.6	2643.91	2748.6	2358.52	4395.63	2501.36
Q9D0S9	Q9D0S9;Q5M9J2	HINT2_MOUSE	Hint2	Adenosine 5'-monophosphoramidase HINT2				638.243	854.179	753.859	333.957		322.45		191.324	
Q9D0W5	Q9D0W5;B9EJX8;Q3U0J1	PPIL1_MOUSE	Ppil1	Peptidyl-prolyl cis-trans isomerase-like 1	395.958			206.708				146.16				
Q9D164	Q9D164	FXYD6_MOUSE	Fxyd6	FXYD domain-containing ion transport regulator 6	1311.71		1952.09	1959.97	2599.69	5766.39	1967.16	1305.27	1279.5	1003.35		1076.01
Q9D172	Q9D172;A0A1W2P7B6	GAL3A_MOUSE	Gatd3	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	6162.59	6457.2	6044.86	3931.35	5306.06	3971.73	5620.4	3139.34	4766.4	2735.97	3466.7	4104.38
Q9D1A2	Q9D1A2;Q3TG71	CNDP2_MOUSE	Cndp2	Cytosolic non-specific dipeptidase	1668.55	582.582		1232.06	1290.46	1423.82	1363.18	1244.61	1268.41	1665.96	1304.42	1351.22
Q9D1C8	Q9D1C8;A0A2R8VKS6;Q8BMZ7	VPS28_MOUSE	Vps28	Vacuolar protein sorting-associated protein 28 homolog	1023.99	582.336	795.527	1138.33	1443.43	1836.45	1086.14	1327.52	1201.27	1452.88	1180.75	1338.8
Q9D1D4	Q9D1D4	TMEDA_MOUSE	Tmed10	Transmembrane emp24 domain-containing protein 10	680.862			813.097	622.922					917.466		
Q9D1E6	Q9D1E6	TBCB_MOUSE	Tbcb	Tubulin-folding cofactor B	558.675			702.091	634.409	544.627	552.217	704.425	790.493	693.496	986.826	533.119
Q9D1F4	Q9D1F4;E9QKI4;D3YWZ1;D3Z4R0;E9QKI5;F6R8S6	AKTS1_MOUSE	Akt1s1	Proline-rich AKT1 substrate 1				57.7742		262.803				114.476		
Q9D1G5	Q9D1G5;A2AKH7;Q8JZX5;Q9CSK4	LRC57_MOUSE	Lrrc57	Leucine-rich repeat-containing protein 57	840.57			1032.9	1471.83		1252.99			1065.05		784.554
Q9D1J3	Q9D1J3;B2RXM7;A0A1W2P6N2;A0A1W2P7G2;B7ZWI2	SARNP_MOUSE	Sarnp	SAP domain-containing ribonucleoprotein	1555.13			643.559	434.619	442.756	1172.39	1136.98	1195.34	485.423	1058.13	591.815
Q9D1K2	Q9D1K2;A0A0N4SVE1;F7B2B4	VATF_MOUSE	Atp6v1f	V-type proton ATPase subunit F	3783.53	3468.99		5279.22	6287.76	2949.55	3404.93			2463.09	1311.92	2011.71
Q9D1N9	Q9D1N9	RM21_MOUSE	Mrpl21	Large ribosomal subunit protein bL21m				321.235	236.36	295.872	295.689			301.364	686.852	191.414
Q9D1P4	Q9D1P4	CHRD1_MOUSE	Chordc1	Cysteine and histidine-rich domain-containing protein 1	889.46	455.535		818.97	847.78	465.429	795.329			1249.29		1721.33
Q9D1Q6	Q9D1Q6;Q3URM4	ERP44_MOUSE	Erp44	Endoplasmic reticulum resident protein 44	294.728	720.313		1770.32	1738.9	1054.97	1083.65	1445.33	1424.26	1110.87	683.462	953.572
Q9D1R9	Q9D1R9	RL34_MOUSE	Rpl34	Large ribosomal subunit protein eL34	984.534			2156.72	1016.09	763.793	876.53		762.291	723.994	2627.44	
Q9D1T0	Q9D1T0;Q3URE9;A9DA50;B2RQD4;B7ZN36	LIGO1_MOUSE	Lingo1	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1				654.33	929.783	1046.59	1047	1599.67	1043.6	996.806	2289.39	1328.86
Q9D289	Q9D289;A0A1W2P7S5	TPC6B_MOUSE	Trappc6b	Trafficking protein particle complex subunit 6B	986.852			742.685		772.175	614.541	1136.43		244.33		
Q9D2G2	Q9D2G2	ODO2_MOUSE	Dlst	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2703.99	794.116	3420.11	4952.81	5871.66	5546.25	5749.27	4013.07	3807.75	4995.28	3639.88	3014.58
Q9D2N9	Q9D2N9;Q80XK7	VP33A_MOUSE	Vps33a	Vacuolar protein sorting-associated protein 33A	472.119			441.947		429.174		812.682		511.181		561.096
Q9D2R0	Q9D2R0;Q8K3J7	AACS_MOUSE	Aacs	Acetoacetyl-CoA synthetase	1280.19			581.277	2055.59	1163.43	1333.56	957.223	4117.58	1179.75	648.315	806.278
Q9D2V7	Q9D2V7;Q3TU50	CORO7_MOUSE	Coro7	Coronin-7	1406.82	1306.39		1471.93	1459.13	1388.66	2259.26	1532.12	2467.57	3073.51	3060.52	2103.16
Q9D2Z8	Q9D2Z8;A0A097ZP89;A0A1Y7VK29;A0A1Y7VN53;Q8R248	KIF12_MOUSE	Kif12	Kinesin-like protein KIF12											1050.69	
Q9D379	Q9D379;E9PWK1;Q6PEV0;Q8K2W5;D3Z4M3	HYEP_MOUSE	Ephx1	Epoxide hydrolase 1				516.777	606.632	559.889	497.157			557.535		
Q9D394	Q9D394;A0A0G2JFT8	RUFY3_MOUSE	Rufy3	Protein RUFY3	1878.34	1138.49	1382.45	1204.8	1222	1329.84	1384.21	2037.38	1725.28	1537.58	1304.36	1322.5
Q9D3A9	Q9D3A9;A0A0U1RPY1;D6RG66	TTYH1_MOUSE	Ttyh1	Protein tweety homolog 1	916.59			1316.35	2651.68	1415.94	2160.7	1555.24	2137.24	1972.27	1260.52	1256.48
Q9D3D9	Q9D3D9;Q4FK74;Q9D0J2;Q9DCZ0	ATPD_MOUSE	Atp5f1d	ATP synthase subunit delta, mitochondrial	3120.36	1476.05	5812.95	5836.37	9819.72	6493.91	7880.05	4289.08	5364.87	7570.91	6424.43	4652.44
Q9D415	Q9D415;A0A3B2W7Z1;A0A3B2WD59;D3Z508;D3Z6F4;D3Z709;E9QAR5;Q3TSN1;Q3UHD8;Q3UVU8	DLGP1_MOUSE	Dlgap1	Disks large-associated protein 1	2939.77	2698.32		555.29	824.307	1042.85	1317.99	974.807	2140.48	1240.36	1955.12	2043.1
Q9D4H1	Q9D4H1;Q8K2J3	EXOC2_MOUSE	Exoc2	Exocyst complex component 2	1071.46	824.895		460.843	360.801	946.222		566.518	629.724		692.332	759.356
Q9D4H8	Q9D4H8;Q571A2	CUL2_MOUSE	Cul2	Cullin-2	561.601	1142.54		462.873	656.686	344.984	828.182		643.44	940.247	753.54	719.316
Q9D4V3	Q9D4V3;D3YUZ0;D3YUZ1	CCD83_MOUSE	Ccdc83	Coiled-coil domain-containing protein 83	3937.36	7052.32	48133.9	1941.98	6349.66	3626.51	5299.97	5053.34	16156.8	745.2	3434.31	1244.58
Q9D554	Q9D554;Q58E59	SF3A3_MOUSE	Sf3a3	Splicing factor 3A subunit 3	895.558	497.161		137.039		110.035		592.477				
Q9D5V5	Q9D5V5;E9PV12;E9Q6Z0;G3X914;Q2M4H5;Q8BYN6	CUL5_MOUSE	Cul5	Cullin-5	704.562	2552.97		1426.79	1446.03	1342.66	1218.53	1994.15	1663.38	1662.94	1311.09	946.65
Q9D6E4	Q9D6E4	TTC9B_MOUSE	Ttc9b	Tetratricopeptide repeat protein 9B	613.364	501.843		429.536	277.333	365.749	235.83	324.583	713.53	355.847	555.844	514.396
Q9D6F9	Q9D6F9	TBB4A_MOUSE	Tubb4a	Tubulin beta-4A chain	4498.96	3205.46	10196.9	9114.17	9879.75	8996.27	9672.55	5395.79	6688.92	9476.44	6619.47	6817.29
Q9D6M3	Q9D6M3;E9PV90;E9PY45;E9Q579;Q80X52;A0A0J9YUJ4;A0A0J9YUX4;E9Q6M6;V9GWS2	GHC1_MOUSE	Slc25a22	Mitochondrial glutamate carrier 1	1592.45		2480.23	3116.01	3129.16	3285.61	2838.52	1948.17	1526.79	2150	1684.29	895.254
